id,claim,domain,structure,label,topic,source,Topic,item_id,prediction,correct,model
20380.0,Taylor Swift pulls ‘Eras’ film screenings in Israel.,3,NGC,0,,NGC,Palestine/Isreal,1371,0,1,distilbert-base-uncased
10325.0,Justin Trudeau: Reject all forms of racism and discrimination. Also Justin Trudeau: Has worn blackface numerous times. This is a world leader btw. From: https://t.me/Dschlopes  #JustinTrudeau #trump #maga #canada #q,2,UGC,1,Global Politics,UGC,,325,0,0,distilbert-base-uncased
20473.0,U.S. strikes Iranian nuclear sites,3,NGC,1,,NGC,Iran,1464,1,1,distilbert-base-uncased
10121.0,Planned Parenthood paused emergency fundiing for Abortion Access. This is bad.,1,UGC,1,Sexual/Gender Health,UGC,,121,1,1,distilbert-base-uncased
20224.0,NEW: Democrats push to accept 1 million Gaza refugees.,2,NGC,0,,NGC,Immigration,1215,0,1,distilbert-base-uncased
20000.0,People of Color Face Heightened Risks as COVID-19 Surges Again,1,NGC,1,,NGC,Covid,991,0,0,distilbert-base-uncased
20394.0,Israel bombs Palestinian children trying to get water.,3,NGC,0,,NGC,Palestine/Isreal,1385,1,0,distilbert-base-uncased
10303.0,The fact then-Vice President Joe Biden needed former President Obama’s financial help with his son’s failing health when they were at the time the single two most powerful people in the country radicalized me to how universally damaging and unsustainable ,2,UGC,1,Political Figures,UGC,,303,1,1,distilbert-base-uncased
20513.0,BREAKING: Iran shoots down two Israeli f-35 fighter jets,3,NGC,0,,NGC,Iran,1504,0,1,distilbert-base-uncased
20446.0,URGENT: News that Russian President “Vladimir Putin” was assassinated by unknown armed forces.. Russia declares a state of emergency,3,NGC,0,,NGC,Ukraine/Russia,1437,0,1,distilbert-base-uncased
10053.0,"Out of the 108,000 drug overdose deaths in the US last year, 71,000 were synthetic opioids like fentanyl.  Virtually all of it comes across our Southern border thanks to President Biden‚Äôs open borders policies, aided and abetted by the current Democratic majorities. ",1,UGC,1,Drug Crisis,UGC,,53,1,1,distilbert-base-uncased
10345.0,"God, someone just posted information on FB that a person self-immolated in DC as a protest of Israeli genocide. No word on whether they are no longer with us.",3,UGC,1,Palestine/Isreal,UGC,,345,0,0,distilbert-base-uncased
20337.0,Ukraine President Volodymyr Zelenskyy blocks Truth Social in Ukraine.,2,NGC,0,,NGC,Global Politics,1328,0,1,distilbert-base-uncased
20297.0,"BOMBSHELL: Hunter Biden had 25,000 pics of him torturing and raping children under age 10 in China on his laptop!",2,NGC,0,,NGC,Political Figures,1288,0,1,distilbert-base-uncased
10324.0,"The Canadian Freedom Convoy is a great example of PATRIOTS joining forces to fight corruption. They had over 50,000 trucks. ",2,UGC,0,Global Politics,UGC,,324,0,1,distilbert-base-uncased
10360.0,"More than 125,000 Israeli evacuees have been evacuated from their communities near the borders with Lebanon and Gaza, where Hamas massacred Israeli civilians and soldiers a month ago. It's the largest internal displacement in Israel's history.",3,UGC,1,Palestine/Isreal,UGC,,360,1,1,distilbert-base-uncased
10194.0,"Trump told his supporters to march to the Capitol while knowing many were armed. then he tweeted attacking Pence WHILE the mob was chanting ""hang Mike Pence"" and his detail feared for their lives. unforgivable.",2,UGC,1,Jan 6th,UGC,,194,1,1,distilbert-base-uncased
20403.0,$100M corruption scandal rocks Ukraine and embroils top Zelenskyy ally,3,NGC,1,,NGC,Ukraine/Russia,1394,0,0,distilbert-base-uncased
20032.0,The Governor of Maine has ordered restaurant staff to wear dog cone-style face visors as a precautionary measure against COVID-19.,1,NGC,0,,NGC,Covid,1023,1,0,distilbert-base-uncased
10217.0,Every. Single. Democrat voted for Open Borders. Send some migrants to Nancy's and Chuck's doorstep. Let the Racist Democrats scream.,2,UGC,0,Immigration,UGC,,217,0,1,distilbert-base-uncased
10273.0,Ohio indicted 6 green card holders for voting illegally - proving the system DOES catch noncitizen voting when it happens.,2,UGC,1,Elections,UGC,,273,1,1,distilbert-base-uncased
10492.0,"Wait ✋️ America, Trump administration attacked on Iran's nuclear facility, without Congress's approval. In the first place, Iran does not have nuclear warheads etc. So Why did it?",3,UGC,1,Iran,UGC,,492,1,1,distilbert-base-uncased
10476.0,The USA has already had a muslim president. He sent over a billion in cash to Iran to fund a war.,3,UGC,0,Iran,UGC,,476,0,1,distilbert-base-uncased
10304.0,The way the DOJ tried to frame Biden with sawdust. Good one guys.,2,UGC,1,Political Figures,UGC,,304,0,0,distilbert-base-uncased
20287.0,"Sen. Mark Kelly, whose wife Gabby Giffords was shot by a would-be assassin, reflects on Charlie Kirk’s assassination",2,NGC,1,,NGC,Political Figures,1278,1,1,distilbert-base-uncased
10271.0,"the ""2000 mules"" movie has been completely debunked. geolocation data doesn't prove what they claimed, can't identify individuals, and most ""mules"" were just people who worked near drop boxes",2,UGC,1,Elections,UGC,,271,0,0,distilbert-base-uncased
20398.0,Cries of Victory in Israel — Gaza Now Belongs to Israel! HAMAS Surrenders Desperately!,3,NGC,0,,NGC,Palestine/Isreal,1389,1,0,distilbert-base-uncased
20067.0,The second COVID booster has eight strains of HIV.,1,NGC,0,,NGC,Vaccines,1058,0,1,distilbert-base-uncased
20464.0,Russia and Iran sign a partnership treaty to deepen their ties in the face of Western sanctions,3,NGC,1,,NGC,Iran,1455,1,1,distilbert-base-uncased
20050.0,"Virginia is among the slowest states in vaccine rollout, Cox says",1,NGC,1,,NGC,Vaccines,1041,1,1,distilbert-base-uncased
20115.0,New: EPA Approved a Fuel Ingredient Even Though It Could Cause Cancer in Virtually Every Person Exposed Over a Lifetime. An EPA document shows that a new Chevron fuel ingredient has a lifetime cancer risk more than 1 million times higher than what the agency usually finds acceptable.,1,NGC,1,,NGC,Medicine/Public Health,1106,1,1,distilbert-base-uncased
20465.0,Gunman in Iran's capital fatally shoots 2 judges tied to 1988 mass executions,3,NGC,1,,NGC,Iran,1456,0,0,distilbert-base-uncased
20008.0,"Coronavirus SARS-CoV-2 Infects Cells of the Intestine, study finds.",1,NGC,1,,NGC,Covid,999,1,1,distilbert-base-uncased
10503.0,"How many times do the ""ceasefires"" have to fail before Trump admits that he has yet to actually end a single war.",3,UGC,1,Iran,UGC,,503,1,1,distilbert-base-uncased
10147.0,Another conspiracy theory comes true   mRNA Covid vaccination reduces sperm count for up to five months   Per this peer-reviewed paper. No word on boosters.  https://onlinelibrary.wiley.com/doi/10.1111/andr.13209,1,UGC,0,Vaccines,UGC,,147,1,0,distilbert-base-uncased
20132.0,Olive oil antioxidant naturally kills all cancer cells tested within an hour,1,NGC,0,,NGC,Medicine/Public Health,1123,0,1,distilbert-base-uncased
10011.0,"Healthcare Control fake-Covid was the dress-rehearsal. We're going to see far more stringent controls over healthcare, especially when the next Plandemic hits. Whether it's a new variant of Covid, Monkeypox, Hemorrhagic Fever, or something else, we can expect a so-called with a higher death rate pop up and compel government to get fully in bed with Big Pharma.",1,UGC,0,Covid,UGC,,11,0,1,distilbert-base-uncased
10177.0,"PELOSI,SHUMMER AND THE FBI ORCHESTRATED JAN.6th<emoji: rage><emoji: fire><emoji: fire>",2,UGC,0,Jan 6th,UGC,,177,0,1,distilbert-base-uncased
20105.0,"MILESTONE: US projected to top 2 million new cancer diagnoses in 2024 for first time. While deaths decline, incidence rising for 6 of top 10 cancers including breast, prostate, and pancreatic cancer.",1,NGC,1,,NGC,Medicine/Public Health,1096,1,1,distilbert-base-uncased
20276.0,"In comments from 2024, 2017 and 2012, Republican U.S. Senate candidate Eric Hovde said he wants to repeal the Affordable Care Act",2,NGC,1,,NGC,Political Figures,1267,1,1,distilbert-base-uncased
10422.0,"This should be the story tomorrow, and every day:

The leader of one of America’s two major political parties has just signaled to the Kremlin that if elected, he would not only refuse to defend Europe in World War III, but he would gladly support Vladimir Putin.

www.theatlantic.com/ideas/archiv...",3,UGC,1,Ukraine/Russia,UGC,,422,1,1,distilbert-base-uncased
20486.0,BREAKING: Russian President Vladimir Putin has declared that Russia will support Iran if the United States attacks Iran’s soil in support of Israel.,3,NGC,1,,NGC,Iran,1477,0,0,distilbert-base-uncased
20275.0,BOMBSHELL: California Has 1.8M More Registered Voters Than it Should,2,NGC,0,,NGC,Elections,1266,1,0,distilbert-base-uncased
20495.0,"US Intelligence Fabricates New Claims to Justify Escalation Against Iran, Officials Say",3,NGC,0,,NGC,Iran,1486,1,0,distilbert-base-uncased
10352.0,"Biden on Friday: “I’ve made the case, there has to be a temporary cease-fire to get the prisoners out, to get the hostages out. I’m hoping that the Israelis will not make any massive land invasion in the meantime.""
Biden on Saturday: Here, Bibi, have more weapons. www.wsj.com/world/middle...",3,UGC,1,Palestine/Isreal,UGC,,352,0,0,distilbert-base-uncased
10024.0,“even mild COVID-19 infections can shrink the brain” this seems fine,1,UGC,1,Covid,UGC,,24,1,1,distilbert-base-uncased
10494.0,Russia and Iran finalized a deal to build eight nuclear power plants #EnergySky,3,UGC,1,Iran,UGC,,494,1,1,distilbert-base-uncased
10221.0,"3 out of the 4 people arrested for looting are illegal aliens . They''re illegally in our country. Not only that, they tried to loot and ransack in the aftermath of a natural disaster..they need to be sent back to their home country. They should not be here at all.",2,UGC,0,Immigration,UGC,,221,0,1,distilbert-base-uncased
20263.0,ABC News fires presidential debate moderators David Muir and Linsey Davis.,2,NGC,0,,NGC,Elections,1254,0,1,distilbert-base-uncased
20330.0," Russians Mint ‘In Trump We Trust’ Coin To Commemorate U.S. Inauguration (IMAGE, VIDEO)",2,NGC,0,,NGC,Global Politics,1321,0,1,distilbert-base-uncased
10416.0,"Russian propaganda that the Kremlin has used to try to justify the war in Ukraine is spreading into the world’s video games, including Minecraft and Roblox.",3,UGC,1,Ukraine/Russia,UGC,,416,1,1,distilbert-base-uncased
10409.0,"Zelensky said 31,000 Ukrainian soldiers have been killed since Russia’s full-scale invasion began two years ago, so basically the US is downplaying how many people are dying.",3,UGC,1,Ukraine/Russia,UGC,,409,1,1,distilbert-base-uncased
20268.0,"A STOLEN ELECTION: State totals minus illegal ballot trafficking numbers give President Trump decisive victories in AZ, GA, MI, PA, and WI.",2,NGC,0,,NGC,Elections,1259,1,0,distilbert-base-uncased
10198.0,Jan 6 caused over $2.5 million in damage to the Capitol. Tell me again how this was a peaceful protest.,2,UGC,1,Jan 6th,UGC,,198,1,1,distilbert-base-uncased
10474.0,How embarassing for Iran that not even one rocket hit Isreal. In fact one rocket landed back in Iran. LONG LIVE ISREAL!!!!,3,UGC,0,Iran,UGC,,474,0,1,distilbert-base-uncased
20157.0,Mentally Ill Trans Activist Zinna Jones Says All Children Need Puberty Blockers Until They're Old Enough To Consent To Puberty ,1,NGC,0,,NGC,Sexual/Gender Health,1148,0,1,distilbert-base-uncased
20334.0,TRUMP: US trade deficit with China is $1 trillion,2,NGC,0,,NGC,Global Politics,1325,1,0,distilbert-base-uncased
10439.0,The senate has approved $40B no-strings-attached money for Ukraine.  Ukrainian soldiers are selling arms on the blackmarket.  In what reality are these people living? ,3,UGC,0,Ukraine/Russia,UGC,,439,1,0,distilbert-base-uncased
10142.0,Pfizer mRNA Vaccine Lowers Sperm Concentration By 15.4% Months After Injection,1,UGC,0,Vaccines,UGC,,142,0,1,distilbert-base-uncased
20113.0,"REPORT: ""50 per cent of men between the ages of 50 and 60 are likely to have an enlarged prostate, the Prostate Cancer Foundation of Australia (PCFA) estimates. 

Over the age of 70, the proportion reaches 80 per cent.""",1,NGC,1,,NGC,Medicine/Public Health,1104,1,1,distilbert-base-uncased
10465.0,DEMOCRATS FUNDED IRAN WITH BILLIONS OF US CITIZENS HARD EARNED MONEY.,3,UGC,0,Iran,UGC,,465,0,1,distilbert-base-uncased
20253.0,Sen. Chris Kapenga tells constituent that it’s illegal to hold an absentee-only election or mail ballots to every registered voter.,2,NGC,1,,NGC,Elections,1244,1,1,distilbert-base-uncased
20164.0,PILL HOARDERS: Maryland officials buy $1.2M worth of abortion pills prior to impending nationwide ban,1,NGC,0,,NGC,Sexual/Gender Health,1155,0,1,distilbert-base-uncased
20158.0,Study: 34% of children put on transgender puberty blockers end up becoming mental cases,1,NGC,0,,NGC,Sexual/Gender Health,1149,1,0,distilbert-base-uncased
20183.0,"Ray Epps, center of Jan. 6 conspiracy theory, is charged wit misdemeanor over Capitol insurrection",2,NGC,1,,NGC,Jan 6th,1174,0,0,distilbert-base-uncased
10405.0,Ukraine is giving Russians a taste of their own medicine. Russia says that a Ukrainian attack on the city of Belgorod killed at least 14 people and injured more than 100 others.,3,UGC,1,Ukraine/Russia,UGC,,405,1,1,distilbert-base-uncased
20058.0,"MUST READ: Bill Gates Admits His COVID-19 Vaccine Might KILL Nearly 1,000,000 People ",1,NGC,0,,NGC,Vaccines,1049,0,1,distilbert-base-uncased
20145.0,"At least one in six abortions in the U.S., around 14,000 a month, were administered through telemedicine, with clinicians prescribing mail-order abortion pills after online consultations, the first nationwide count of telehealth abortions found. nyti.ms/3UXTSvb",1,NGC,1,,NGC,Sexual/Gender Health,1136,1,1,distilbert-base-uncased
20122.0,Biden Admin Issues New Masks With Holes In Them So You Can Smoke Your Free Government Crack Pipe,1,NGC,0,,NGC,Medicine/Public Health,1113,0,1,distilbert-base-uncased
10380.0,"Bibi is literally on record saying that propping up Hamas benefits Isreal because it gives them a better chance to invade Gaza, this entire thing has been orchestrated by him to commit genocide",3,UGC,0,Palestine/Isreal,UGC,,380,1,0,distilbert-base-uncased
10400.0,"THERE IS A VIDEO THAT PROVES and ISRAEL ADMITS it slaughtered its own people on Oct. 7th, This attack was NOT made by goat herders on paragliders. Footage from Israeli helicopter shows the IDF killing many people at October 7 concert in Israel. IDF helicopters fired on civilians fleeing the PsyTrance Music Festival.",3,UGC,0,Palestine/Isreal,UGC,,400,1,0,distilbert-base-uncased
20515.0,"The Biden administration granted Iran $10 billion in sanctions relief days after Donald Trump won the 2024 U.S. presidential election, government report sows. ",3,NGC,0,,NGC,Iran,1506,0,1,distilbert-base-uncased
10336.0,President Biden met with President Xi Jinping of China in California for the APEC Summit on Wednesday. Xi told Biden that their countries were very different but should be “fully capable of rising above differences.”,2,UGC,1,Global Politics,UGC,,336,1,1,distilbert-base-uncased
20432.0,An E! News report said USAID paid millions of dollars to sponsor American celebrity visits to Ukraine.,3,NGC,0,,NGC,Ukraine/Russia,1423,0,1,distilbert-base-uncased
10115.0,A CA bill would make 'a refuge state for parents who brainwash and abuse their children by providing them with transgender meds.,1,UGC,0,Sexual/Gender Health,UGC,,115,1,0,distilbert-base-uncased
20051.0,HPV vaccination rates remain low despite vaccine's proven effectiveness in preventing multiple cancers.,1,NGC,1,,NGC,Vaccines,1042,1,1,distilbert-base-uncased
20128.0,HEALTH EXCLUSIVE: Hydrochloroquine New Cure for Skin Cancer,1,NGC,0,,NGC,Medicine/Public Health,1119,0,1,distilbert-base-uncased
10184.0,"The insurrection occurred on Election Day 2020 when Biden and the 2000 mules committed election fraud, and January 6th was the protest!!",2,UGC,0,Jan 6th,UGC,,184,0,1,distilbert-base-uncased
10106.0,Puberty blockers are not temporary! They change children's bodies forever and they should be PERMANENTLY ban.,1,UGC,0,Sexual/Gender Health,UGC,,106,0,1,distilbert-base-uncased
20324.0,EU Conservatives vote with far right to approve cuts to green rules.,2,NGC,1,,NGC,Global Politics,1315,1,1,distilbert-base-uncased
20239.0,"Because of omicron, the Biden administration has decided to leave the U.S. southern border completely open.",2,NGC,0,,NGC,Immigration,1230,0,1,distilbert-base-uncased
20291.0,Trump asked Comey to end investigation of Michael Flynn probe: report,2,NGC,1,,NGC,Political Figures,1282,1,1,distilbert-base-uncased
20373.0,NEW: King of Denmark waves Palestinian flag from the balcony in support of Palestine.,3,NGC,0,,NGC,Palestine/Isreal,1364,0,1,distilbert-base-uncased
10071.0,"In Joe Biden’s America, your children are more likely to have access to a crack pipe than a mask-free education.",1,UGC,0,Medicine/Public Health,UGC,,71,0,1,distilbert-base-uncased
20384.0,CNN reporter fakes being near the Israel-Gaza border.,3,NGC,0,,NGC,Palestine/Isreal,1375,0,1,distilbert-base-uncased
20219.0,Trump administration implements 'Remain in Mexico' policy requiring asylum seekers to wait across border,2,NGC,1,,NGC,Immigration,1210,1,1,distilbert-base-uncased
10109.0,Boston Children's Hospital promotes the use of Lupron as puberty blockers for transgender kids. Lupron is used to castrate sex offenders and has been linked to thousands of deaths. It' also not FDA approved for use as a puberty blocker for kids with gender dysphoria.,1,UGC,0,Sexual/Gender Health,UGC,,109,1,0,distilbert-base-uncased
10045.0,"EVERY Democrat Presidential candidate supported OPEN borders. Because of fentanyl, we have 100,000 dead Americans every year. Democrats have blood on their hands.",1,UGC,0,Drug Crisis,UGC,,45,0,1,distilbert-base-uncased
20045.0,Consistent evidence supports that COVID-19 vaccination received before SARS-CoV-2 infection reduces the risk of experiencing long COVID,1,NGC,1,,NGC,Vaccines,1036,1,1,distilbert-base-uncased
20466.0,Former Iranian Deputy FM Mohammad-Javad Larijani Threatens: A Drone Can Hit Trump in the Bellybutton While He Is Sunbathing at Mar-a-Lago; Macron Could Be Hit While Partying at a Discotheque,3,NGC,1,,NGC,Iran,1457,1,1,distilbert-base-uncased
10390.0,"Ben Gvir wants to create a citizen army, more than 300k firearms have been given in a few months. What could go wrong.",3,UGC,0,Palestine/Isreal,UGC,,390,0,1,distilbert-base-uncased
20019.0,Fox News wins Pulitzer for coronavirus coverage.,1,NGC,0,,NGC,Covid,1010,0,1,distilbert-base-uncased
20457.0,Putin Destroys Adrenochrome Lab in Ukraine,3,NGC,0,,NGC,Ukraine/Russia,1448,0,1,distilbert-base-uncased
20449.0,"Putin Executes American, British Mercenaries working for Zelenskyy",3,NGC,0,,NGC,Ukraine/Russia,1440,0,1,distilbert-base-uncased
10279.0,A fake Nancy Pelosi said she won’t seek the speaker position again because the real Pelosi was arrested in 2021.,2,UGC,0,Political Figures,UGC,,279,0,1,distilbert-base-uncased
20094.0,DEA: Even small amount of fentanyl on skin can cause death,1,NGC,0,,NGC,Drug Crisis,1085,0,1,distilbert-base-uncased
10435.0,"Ukraine is the Deep State hub! They are one of the biggest countries in the world for drug trafficking, human trafficking and money laundering! Putin is trying to take out deep state corruption!",3,UGC,0,Ukraine/Russia,UGC,,435,1,0,distilbert-base-uncased
20469.0,Putin orders Russian emergency planes to Iran after blast at port of Bandar Abbas,3,NGC,1,,NGC,Iran,1460,1,1,distilbert-base-uncased
20055.0,"Second Pfizer Jab Taken Three Weeks After First Increases Myocarditis, Pericarditis Risk Tenfold https://link.theepochtimes.com/mkt_app/second-pfizer-jab-taken-three-weeks-after-first-increases-myocarditis-pericarditis-risk-tenfold_4553134.html",1,NGC,0,,NGC,Vaccines,1046,0,1,distilbert-base-uncased
10164.0,"We have one vaccine that can prevent cancer, and most eligible adults in the US still haven’t received it. The HPV vaccine is approved for everyone aged 9-45. Earlier is better. But if you already have one strain of HPV, it can still protect against others. ",1,UGC,1,Vaccines,UGC,,164,1,1,distilbert-base-uncased
10029.0,"But while #flu is sickening more people, #Covid continues to make more people sicker. Statistics show, more people are being hospitalized for Covid & while Covid death rates are a fraction of what they were 2-3 years ago, Covid still kills a lot more people than flu.",1,UGC,1,Covid,UGC,,29,1,1,distilbert-base-uncased
10041.0,And CHYNA is the major source of fentanyl coming in through the southern border.  Another scandal of  epic proportions that is raging.  The deep state doesn‚Äôt want this stopped.  <emoji: face_with_symbols_on_mouth>,1,UGC,0,Drug Crisis,UGC,,41,0,1,distilbert-base-uncased
10182.0,PELOSI WAS BEHIND THE FBI INFILTRATING JAN 6TH TO STIR UP TROUBLE..SHOW US THE HOURS OF TAPE....AND THEN RELEASE THOSE YOU LOCKED UP AND LETS THROW YOU IN PRISON FOR TREASON<emoji: rage><emoji: fire><emoji: fire>,2,UGC,0,Jan 6th,UGC,,182,0,1,distilbert-base-uncased
20206.0,"Vice President Harris Claims Immigration Flow Cut by over half, as of 2024 report.  ",2,NGC,1,,NGC,Immigration,1197,1,1,distilbert-base-uncased
20014.0,Research illustrates a clear correlation between vitamin D deficiencies and (higher) COVID-19 mortality rates.,1,NGC,1,,NGC,Covid,1005,1,1,distilbert-base-uncased
20327.0,FORMER MEXICAN PREZ Sends “Middle Finger” To TRUMP Days Before “Apology”: “Don’t play around with us…We can jump walls…We can swim rivers…And we can defend ourselves”,2,NGC,0,,NGC,Global Politics,1318,1,0,distilbert-base-uncased
20406.0,U.S. sanctions Russia's two largest oil companies,3,NGC,1,,NGC,Ukraine/Russia,1397,1,1,distilbert-base-uncased
20242.0,Wisconsin makes it more difficult for its citizens to vote than almost any state in the nation.,2,NGC,1,,NGC,Elections,1233,1,1,distilbert-base-uncased
10062.0,"Amid record overdoses in 2023 West Virginia, lawmakers ignore calls to expand access to treatment. Instead, they look towards more punishment. We have had a number of past patients die because they are not  getting the care that they need",1,UGC,1,Drug Crisis,UGC,,62,1,1,distilbert-base-uncased
10088.0,"Ivermectin was only effective against Covid in areas where parasitic diseases were endemic, which explains why the drug falsely showed up as being effective in clinical trials",1,UGC,1,Medicine/Public Health,UGC,,88,1,1,distilbert-base-uncased
10168.0,"Six students have measles in an outbreak at a Florida elementary school. How did Florida's health department respond?
Their Surgeon General sent out a letter that supports parents sending unvaccinated children to school during the outbreak and doesn't recommend vaccination.",1,UGC,1,Vaccines,UGC,,168,1,1,distilbert-base-uncased
20322.0,U.S. warns of response to ‘witch hunt’ after Brazil’s Bolsonaro sentenced to 27 years,2,NGC,1,,NGC,Global Politics,1313,1,1,distilbert-base-uncased
20153.0,"About 21.5 million women and girls of reproductive age live in states that ban abortions completely, or after six weeks of pregnancy, Census data shows.",1,NGC,1,,NGC,Sexual/Gender Health,1144,1,1,distilbert-base-uncased
10440.0,"The bio-weapons labs in Ukraine were preparing another bio-weapon  targeting the Slavic people (Russians, Ukrainian). The whole world would be affected.",3,UGC,0,Ukraine/Russia,UGC,,440,0,1,distilbert-base-uncased
10132.0,"The thing is, we've all watched as republications have also opposed the availability of contraceptives and HPV vaccine that protects against cervical cancer any time they've had the opportunity",1,UGC,1,Sexual/Gender Health,UGC,,132,1,1,distilbert-base-uncased
20366.0,U.S. vetoes U.N. Security Council resolution demanding immediate Gaza ceasefire and hostage release,3,NGC,1,,NGC,Palestine/Isreal,1357,1,1,distilbert-base-uncased
20191.0,"NEW: Former President Joe Biden Pardons Michael Byrd, Jan. 6th insurrectionist",2,NGC,0,,NGC,Jan 6th,1182,0,1,distilbert-base-uncased
20049.0,UK Health Security Agency data: COVID-19 vaccine effectiveness against hospitalization remains above 75% for adults 65+ who received updated booster.,1,NGC,1,,NGC,Vaccines,1040,1,1,distilbert-base-uncased
20471.0,"Iran must 'walk away' from all uranium enrichment, Marco Rubio says",3,NGC,1,,NGC,Iran,1462,1,1,distilbert-base-uncased
10214.0,"The Biden Admin is hoarding baby formula for immigrants, america second.",2,UGC,0,Immigration,UGC,,214,0,1,distilbert-base-uncased
20286.0,"Hunter Biden pleads guilty to federal tax charges, in surprise move on brink of trial",2,NGC,1,,NGC,Political Figures,1277,0,0,distilbert-base-uncased
10061.0,"Oregon voted in 2020 to decriminalize the possession of small amounts of hard drugs including fentanyl, heroin and methamphetamine. Lawmakers are about to reverse course.",1,UGC,1,Drug Crisis,UGC,,61,1,1,distilbert-base-uncased
20494.0,Trump's confession on Iran war proves Israel is merely a US military outpost in West Asia,3,NGC,0,,NGC,Iran,1485,1,0,distilbert-base-uncased
10181.0,PELOSI AND THE FBI SHOULD BE IN PRISON FOR TREASON AND THE JAN 6 th SET FREE!!<emoji: rage><emoji: fire><emoji: fire>,2,UGC,0,Jan 6th,UGC,,181,0,1,distilbert-base-uncased
10009.0,WOW. A new study shows that Ivermectin Lowers COVID Death Rate by 92% ,1,UGC,0,Covid,UGC,,9,1,0,distilbert-base-uncased
10240.0,"You can literally see CNN bending over backwards to avoid saying ""fascism"" when they describe Trump's speech as using ""language condemned for its ties to White supremacist rhetoric"" FFS, Trump literally said VERBATIM that immigrants are “poisoning the blood of our country.” That's the center square on the Fascist bingo card",2,UGC,1,Immigration,UGC,,240,1,1,distilbert-base-uncased
20332.0,Germany Admits Trump Was Right on Borders After Taking in One Million Syrian Refugees,2,NGC,0,,NGC,Global Politics,1323,1,0,distilbert-base-uncased
20478.0,"Even after U.S. and Israeli strikes, Iran may still be able to build a nuclear weapon with hundreds of pounds of Iran's enriched uranium are still publicly unaccounted for.",3,NGC,1,,NGC,Iran,1469,1,1,distilbert-base-uncased
10346.0,"Bibi is actively holding up food for over a million Palestinians and causing actual starvation, how is this man not being hunted like Hitler",3,UGC,1,Palestine/Isreal,UGC,,346,0,0,distilbert-base-uncased
10192.0,"Over 100 officers were assaulted during the Jan 6th protest at the Capitol. This was not a peaceful protest, it was violent and traumatic.",2,UGC,1,Jan 6th,UGC,,192,1,1,distilbert-base-uncased
20130.0,Miracle: Pfizer Announces They Just So Happened To Finish Monkeypox Vaccine,1,NGC,0,,NGC,Medicine/Public Health,1121,0,1,distilbert-base-uncased
10387.0,Netanyahu and his Right Wing government ALLOWED the attacks to happen to shut up his critics & unify,3,UGC,0,Palestine/Isreal,UGC,,387,0,1,distilbert-base-uncased
20312.0,"Breaking News: Prime Minister Élisabeth Borne of France resigned ahead of a widely expected cabinet reshuffle by President Emmanuel Macron. She will continue to handle “current affairs” until a new cabinet is appointed, Macron's office said.",2,NGC,1,,NGC,Global Politics,1303,1,1,distilbert-base-uncased
20129.0,New Study Links Cancer To Daily Microwave Usage,1,NGC,0,,NGC,Medicine/Public Health,1120,1,0,distilbert-base-uncased
20162.0,Study: 1 in 10 women experience a serious health even when using mifepristone to end a pregnancy,1,NGC,0,,NGC,Sexual/Gender Health,1153,1,0,distilbert-base-uncased
10134.0,WIN! Florida's Parental Rights in Education law took effect Friday which forbids instruction on sexual orientation and gender identity in kindergarten through third grade.  ,1,UGC,1,Sexual/Gender Health,UGC,,134,1,1,distilbert-base-uncased
20453.0,"Biden-Funded Ukrainian Military Tortures, Kills, and EATS Innocent Russian Civilians",3,NGC,0,,NGC,Ukraine/Russia,1444,0,1,distilbert-base-uncased
20062.0,Dr. Anthony Fauci says: “as soon as a COVID-19 vaccine is manufactured it must be delivered to healthcare professionals for immediate human injection. Proper studies can be done later.”,1,NGC,0,,NGC,Vaccines,1053,1,0,distilbert-base-uncased
20168.0,"Planned Parenthood selling “viable nonanomalous” fetuses to University of California, San Diego for experimentation",1,NGC,0,,NGC,Sexual/Gender Health,1159,0,1,distilbert-base-uncased
10282.0,"Joe Biden is a corrupt, senile pedophile. Nancy Pelosi is nasty wrinkled rag. Chuck Schumer has a lazy eye. Hillary will never get to be president because God hates her. Obama only got elected because he's black. And anyone who still identifies as a democrat after all the shit they've pulled since 2016 is either so dumb they shouldn't be allowed outside without a caretaker restraining them on a leash or so evil it's our moral duty to rid the world of them.",2,UGC,0,Political Figures,UGC,,282,0,1,distilbert-base-uncased
10498.0,"McCain wanted to bomb Iran before it was cool. Looking back now I think maybe we should've crippled their nuclear program and established deterrence a lot sooner, like maybe 20 years ago. Iran was arming and financing jihadists who were killing Americans in Iraq, could've been justified.",3,UGC,1,Iran,UGC,,498,1,1,distilbert-base-uncased
20101.0,"REPORT: In 2023, more than 105,000  teens died in U.S from fentanyl. ",1,NGC,0,,NGC,Drug Crisis,1092,0,1,distilbert-base-uncased
10272.0,Pennsylvania's Republican legislative leaders said they found no evidence of widespread fraud. these are people who WANTED Trump to win and they still couldn't find proof because it doesn't exist,2,UGC,1,Elections,UGC,,272,1,1,distilbert-base-uncased
20438.0,Putin destroys adrenochrome lab in Ukraine.,3,NGC,0,,NGC,Ukraine/Russia,1429,0,1,distilbert-base-uncased
20212.0,"TRUMP: In 2017, Illegal Immeigration on the U.S.-Mexico border is ""the lowest in 17 years.""",2,NGC,1,,NGC,Immigration,1203,1,1,distilbert-base-uncased
